community_id,display_label,n_authors,emotion,score_sd,score_scale
10,ChatGPT & AI/Tech News,4542,trust,0.07576938902588994,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,anger,0.21049506897688844,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,anticipation,0.1648641530381185,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,disgust,0.20079272638119747,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,fear,0.10453294292091754,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,joy,0.21046087727459087,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,love,0.08350813365490348,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,optimism,0.17688233088561536,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,pessimism,0.0424556884605611,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,sadness,0.09756293831910326,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,surprise,0.06105325682977527,raw CardiffNLP multilabel score (0–1)
6,Mixed AI Art/ChatGPT,4098,trust,0.055622316601424145,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,anger,0.13525749679409368,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,anticipation,0.17567492826354664,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,disgust,0.13422319620456527,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,fear,0.060894547747087094,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,joy,0.22635458815243417,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,love,0.150010999110581,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,optimism,0.2041051083534475,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,pessimism,0.028776615489959884,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,sadness,0.07241648848157477,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,surprise,0.058416663320381666,raw CardiffNLP multilabel score (0–1)
5,"NFTs, AI Tokens & AI",3607,trust,0.08033468520586488,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,anger,0.13913995821066683,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,anticipation,0.14541869066155608,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,disgust,0.14299731086885525,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,fear,0.08862382320245828,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,joy,0.22273594493255383,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,love,0.07339127227468556,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,optimism,0.19108759077914633,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,pessimism,0.03647526757580096,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,sadness,0.0756021896466411,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,surprise,0.047006902075988864,raw CardiffNLP multilabel score (0–1)
18,ChatGPT in Education,3281,trust,0.06870120886560029,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,anger,0.18366748472782538,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,anticipation,0.16174681143732897,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,disgust,0.18224052980268612,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,fear,0.08827135804860459,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,joy,0.23243768541956303,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,love,0.08192586894518863,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,optimism,0.2102680212413751,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,pessimism,0.043465596640426735,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,sadness,0.10234811283456714,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,surprise,0.053191769681905976,raw CardiffNLP multilabel score (0–1)
14,India-Linked ChatGPT/AI News,2834,trust,0.07377661726521978,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,anger,0.18871034640273907,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,anticipation,0.17838453296786136,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,disgust,0.18585890613894715,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,fear,0.08719326509768571,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,joy,0.21695384483886265,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,love,0.06871179269206483,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,optimism,0.20200475140128046,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,pessimism,0.04576115638356309,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,sadness,0.12275474419646136,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,surprise,0.05658363679442338,raw CardiffNLP multilabel score (0–1)
13,ChatGPT + Regional-Language Markers,2699,trust,0.07287333558328646,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,anger,0.22857476857269265,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,anticipation,0.1600194780894336,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,disgust,0.21538950322282926,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,fear,0.1052565427122331,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,joy,0.2068005181810093,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,love,0.08612483830998717,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,optimism,0.1605893725580692,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,pessimism,0.046898852786010935,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,sadness,0.12728036075343502,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,surprise,0.07416391735414964,raw CardiffNLP multilabel score (0–1)
15,AI-Art Criticism & Pop Culture,2005,trust,0.04419126203965727,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,anger,0.2169981019764446,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,anticipation,0.15869088081851707,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,disgust,0.20724463410859192,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,fear,0.06266946786560054,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,joy,0.25615278342565606,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,love,0.1687726772236882,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,optimism,0.18524526548801676,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,pessimism,0.04281351962897011,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,sadness,0.1113806863326028,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,surprise,0.05989171429797198,raw CardiffNLP multilabel score (0–1)
11,Anime AI Art/Stable Diffusion,1245,trust,0.050009133463150855,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,anger,0.18511259692879106,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,anticipation,0.15992426062397166,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,disgust,0.17921794256514073,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,fear,0.09838879267445354,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,joy,0.2102329046380956,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,love,0.06922161656189466,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,optimism,0.17767794565794742,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,pessimism,0.0419573286127738,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,sadness,0.10345319629508501,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,surprise,0.06519698090899807,raw CardiffNLP multilabel score (0–1)
17,Mixed ChatGPT Usage,1166,trust,0.05701344439361268,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,anger,0.11495278549742963,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,anticipation,0.14680295636503182,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,disgust,0.1180718108795821,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,fear,0.06861024228056271,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,joy,0.21304582154394527,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,love,0.06866349540483459,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,optimism,0.19151932379307912,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,pessimism,0.03064570597721078,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,sadness,0.060203620685974506,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,surprise,0.04358035592466426,raw CardiffNLP multilabel score (0–1)
24,Medical Imaging AI,1060,trust,0.0747308896720921,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,anger,0.17723951348581413,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,anticipation,0.20169277348467834,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,disgust,0.1772996644753337,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,fear,0.1279084049817935,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,joy,0.26925005634602106,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,love,0.18222443462558463,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,optimism,0.21301062715905567,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,pessimism,0.04224575642843907,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,sadness,0.0939168988551875,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,surprise,0.05532915071945582,raw CardiffNLP multilabel score (0–1)
28,Mixed AI/Creative Content,610,trust,0.06552995852204908,raw CardiffNLP multilabel score (0–1)
